DOI,Filename,Article Title,Authors,Source,Research Area,Publication Date,Times Cited,publisher,is-referenced-by-count,container-title,subject,crossref-data,is_oa,journal_is_oa,oa_status
10.1371/journal.pone.0159245,OA 2013-2017.csv,"Does Reactance against Cigarette Warning Labels Matter? Warning Label Responses and Downstream Smoking Cessation amongst Adult Smokers in Australia, Canada, Mexico and the United States","Cho, Yoo Jin; Thrasher, James F.; Swayampakala, Kamala; Yong, Hua-Hie; McKeever, Robert",PLOS ONE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; MULTIDISCIPLINARY SCIENCES",2016,13,Public Library of Science (PLoS),17,PLOS ONE,,True,True,True,gold
10.1136/tobaccocontrol-2013-051074,OA 2013-2017.csv,Cigarette tax avoidance and evasion: findings from the International Tobacco Control Policy Evaluation (ITC) Project,"Guindon, G. Emmanuel; Driezen, Pete; Chaloupka, Frank J.; Fong, Geoffrey T.",TOBACCO CONTROL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2014,13,BMJ,18,Tobacco Control,,True,True,False,bronze
10.1038/srep46349,OA 2013-2017.csv,Radiomics-based Prognosis Analysis for Non-Small Cell Lung Cancer,"Zhang, Yucheng; Oikonomou, Anastasia; Wong, Alexander; Haider, Masoom A.; Khalvati, Farzad",SCIENTIFIC REPORTS,"MULTIDISCIPLINARY SCIENCES; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",2017,13,Springer Science and Business Media LLC,26,Scientific Reports,Multidisciplinary,True,True,True,gold
10.1364/OE.24.011299,OA 2013-2017.csv,Intense THz Pulses with large ponderomotive potential generated from large aperture photoconductive antennas,"Ropagnol, X.; Khorasaninejad, M.; Raeiszadeh, M.; Safavi-Naeini, S.; Bouvier, M.",OPTICS EXPRESS,OPTICS,2016,13,The Optical Society,13,Optics Express,,True,False,False,closed
10.1186/s12859-014-0435-6,OA 2013-2017.csv,Pollux: platform independent error correction of single and mixed genomes,"Marinier, Eric; Brown, Daniel G.; McConkey, Brendan J.",BMC BIOINFORMATICS,BIOTECHNOLOGY & APPLIED MICROBIOLOGY; BIOCHEMICAL RESEARCH METHODS; MATHEMATICAL & COMPUTATIONAL BIOLOGY,2015,13,Springer Nature,19,BMC Bioinformatics,Biochemistry;Applied Mathematics;Molecular Biology;Structural Biology;Computer Science Applications,True,True,True,gold
10.1136/bmjopen-2013-004488,OA 2013-2017.csv,Facility versus unit level reporting of quality indicators in nursing homes when performance monitoring is the goal,"Norton, Peter G.; Murray, Michael; Doupe, Malcolm B.; Cummings, Greta G.; Poss, Jeff W.",BMJ OPEN,"MEDICINE, GENERAL & INTERNAL; HEALTH CARE SCIENCES & SERVICES",2014,13,BMJ,12,BMJ Open,,True,True,True,gold
10.3791/50374,OA 2013-2017.csv,A Method for Mouse Pancreatic Islet Isolation and Intracellular cAMP Determination,"Neuman, Joshua C.; Truchan, Nathan A.; Joseph, Jamie W.; Kimple, Michelle E.",JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,MULTIDISCIPLINARY SCIENCES; ENDOCRINOLOGY & METABOLISM,2014,13,MyJove Corporation,5,Journal of Visualized Experiments,,True,True,False,green
10.1088/0004-637X/790/2/137,OA 2013-2017.csv,IMPLICATIONS OF PLASMA BEAM INSTABILITIES FOR THE STATISTICS OF THE FERMI HARD GAMMA-RAY BLAZARS AND THE ORIGIN OF THE EXTRAGALACTIC GAMMA-RAY BACKGROUND,"Broderick, Avery E.; Pfrommer, Christoph; Puchwein, Ewald; Chang, Philip",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,2014,13,IOP Publishing,13,The Astrophysical Journal,,True,True,False,bronze
10.1158/1055-9965.EPI-13-0957,OA 2013-2017.csv,Reduced Nicotine Cigarettes: Smoking Behavior and Biomarkers of Exposure among Smokers Not Intending to Quit,"Hammond, David; O'Connor, Richard J.",CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,"ONCOLOGY; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2014,13,American Association for Cancer Research (AACR),12,Cancer Epidemiology Biomarkers & Prevention,,True,True,False,bronze
10.1617/s11527-017-1010-1,"OA 2013-2017.csv,OA other 2013-2017.csv",The steel-concrete interface,"Angst, Ueli M.; Geiker, Mette R.; Michel, Alexander; Gehlen, Christoph; Wong, Hong",MATERIALS AND STRUCTURES,"ENGINEERING, CIVIL; CONSTRUCTION & BUILDING TECHNOLOGY; MATERIALS SCIENCE, MULTIDISCIPLINARY",2017,13,Springer Nature,30,Materials and Structures,,True,True,False,hybrid
10.1136/bmjopen-2015-007971,OA 2013-2017.csv,E-cigarette use in Canada: prevalence and patterns of use in a regulated market,"Shiplo, Samantha; Czoli, Christine D.; Hammond, David",BMJ OPEN,"MEDICINE, GENERAL & INTERNAL; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2015,13,BMJ,14,BMJ Open,,True,True,True,gold
10.1111/cogs.12100,OA 2013-2017.csv,"Intention, Emotion, and Action: A Neural Theory Based on Semantic Pointers","Schroeder, Tobias; Stewart, Terrence C.; Thagard, Paul",COGNITIVE SCIENCE,"PSYCHOLOGY, EXPERIMENTAL",2014,13,Wiley,20,Cognitive Science,,True,True,False,green
10.1016/j.ecoleng.2017.07.012,"OA 2013-2017.csv,OA other 2013-2017.csv","Wetlands as large-scale nature-based solutions: Status and challenges for research, engineering and management","Thorslund, Josefin; Jarsjo, Jerker; Jaramillo, Fernando; Jawitz, James W.; Manzoni, Stefano",ECOLOGICAL ENGINEERING,"ENGINEERING, ENVIRONMENTAL; ENVIRONMENTAL SCIENCES; ECOLOGY",2017,13,Elsevier BV,29,Ecological Engineering,,True,True,False,hybrid
10.1364/OE.22.027750,OA 2013-2017.csv,Hierarchical structural control of visual properties in self-assembled photonic-plasmonic pigments,"Koay, Natalie; Burgess, Ian B.; Kay, Theresa M.; Nerger, Bryan A.; Miles-Rossouw, Malaika",OPTICS EXPRESS,OPTICS,2014,13,The Optical Society,15,Optics Express,,True,True,False,green
10.1038/ncomms12491,OA 2013-2017.csv,Intertidal resource use over millennia enhances forest productivity,"Trant, Andrew J.; Nijland, Wiebe; Hoffman, Kira M.; Mathews, Darcy L.; McLaren, Duncan",NATURE COMMUNICATIONS,MULTIDISCIPLINARY SCIENCES; ECOLOGY,2016,13,Springer Science and Business Media LLC,17,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry",True,True,True,gold
10.1103/PhysRevA.93.042302,OA 2013-2017.csv,Chiral quantum walks,"Lu, Dawei; Biamonte, Jacob D.; Li, Jun; Li, Hang; Johnson, Tomi H.",PHYSICAL REVIEW A,"OPTICS; PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",2016,13,American Physical Society (APS),16,Physical Review A,,True,True,False,hybrid
10.1093/mnras/sts007,OA 2013-2017.csv,A deep Chandra observation of the active galactic nucleus outburst and merger in Hickson compact group 62,"Rafferty, D. A.; Birzan, L.; Nulsen, P. E. J.; McNamara, B. R.; Brandt, W. N.",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2013,13,Oxford University Press (OUP),15,Monthly Notices of the Royal Astronomical Society,Space and Planetary Science;Astronomy and Astrophysics,True,True,False,bronze
10.1155/2015/934367,OA 2013-2017.csv,Heat Transfer Analysis of MHD Water Functionalized Carbon Nanotube Flow over a Static/Moving Wedge,"Khan, Waqar A.; Culham, Richard; ul Haq, Rizwan",JOURNAL OF NANOMATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY; NANOSCIENCE & NANOTECHNOLOGY",2015,13,Hindawi Limited,7,Journal of Nanomaterials,,True,True,True,gold
10.3847/0004-637X/832/2/148,OA 2013-2017.csv,MOLECULAR GAS ALONG A BRIGHT H alpha FILAMENT IN 2A 0335+096 REVEALED BY ALMA,"Vantyghem, A. N.; McNamara, B. R.; Russell, H. R.; Hogan, M. T.; Edge, A. C.",ASTROPHYSICAL JOURNAL,ASTRONOMY & ASTROPHYSICS,2016,13,American Astronomical Society,21,The Astrophysical Journal,,True,True,False,bronze
10.3758/s13421-012-0268-3,OA 2013-2017.csv,Probability matching in risky choice: The interplay of feedback and strategy availability,"Newell, Ben R.; Koehler, Derek J.; James, Greta; Rakow, Tim; van Ravenzwaaij, Don",MEMORY & COGNITION,"PSYCHOLOGY, EXPERIMENTAL",2013,13,Springer Science and Business Media LLC,9,Memory & Cognition,Experimental and Cognitive Psychology;Arts and Humanities (miscellaneous);Neuropsychology and Physiological Psychology,True,True,False,bronze
10.1021/acssensors.6b00239,OA 2013-2017.csv,Distinction of Individual Lanthanide Ions with a DNAzyme Beacon Array,"Huang, Po-Jung Jimmy; Vazin, Mahsa; Lin, Jennifer J.; Pautler, Rachel; Liu, Juewen",ACS SENSORS,"CHEMISTRY, MULTIDISCIPLINARY; NANOSCIENCE & NANOTECHNOLOGY; CHEMISTRY, ANALYTICAL",2016,13,American Chemical Society (ACS),18,ACS Sensors,,True,False,False,closed
10.1016/j.visres.2015.01.017,OA 2013-2017.csv,Dichoptic training improves contrast sensitivity in adults with amblyopia,"Li, Jinrong; Spiegel, Daniel P.; Hess, Robert F.; Chen, Zidong; Chan, Lily Y. L.",VISION RESEARCH,OPHTHALMOLOGY; PSYCHOLOGY; NEUROSCIENCES,2015,13,Elsevier BV,16,Vision Research,,True,True,False,hybrid
10.1051/0004-6361/201321561,OA 2013-2017.csv,Tully-Fisher analysis of the multiple cluster system Abell 901/902,"Boesch, B.; Boehm, A.; Wolf, C.; Aragon-Salamanca, A.; Ziegler, B. L.",ASTRONOMY & ASTROPHYSICS,ASTRONOMY & ASTROPHYSICS,2013,13,EDP Sciences,11,Astronomy & Astrophysics,,True,True,False,bronze
10.1093/ntr/nts259,OA 2013-2017.csv,Transitions in Smoking Status Over Time in a Population-Based Panel Study of Smokers,"Bondy, Susan J.; Victor, J. Charles; Diemert, Lori M.; Mecredy, Graham C.; Chaiton, Michael",NICOTINE & TOBACCO RESEARCH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SUBSTANCE ABUSE",2013,13,Oxford University Press (OUP),18,Nicotine & Tobacco Research,"Public Health, Environmental and Occupational Health",True,True,False,hybrid
10.1371/journal.pone.0172398,OA 2013-2017.csv,Elderly fall risk prediction using static posturography,"Howcroft, Jennifer; Lemaire, Edward D.; Kofman, Jonathan; McIlroy, William E.",PLOS ONE,MULTIDISCIPLINARY SCIENCES; GERIATRICS & GERONTOLOGY,2017,13,Public Library of Science (PLoS),19,PLOS ONE,,True,True,True,gold
10.3390/rs5083729,OA 2013-2017.csv,Remote Sensing of Soil Moisture in Vineyards Using Airborne and Ground-Based Thermal Inertia Data,"Soliman, Aiman; Heck, Richard J.; Brenning, Alexander; Brown, Ralph; Miller, Stephen",REMOTE SENSING,REMOTE SENSING,2013,13,MDPI AG,13,Remote Sensing,,True,True,True,gold
10.1371/journal.pone.0095555,OA 2013-2017.csv,Interpersonal Trust across Six Asia-Pacific Countries: Testing and Extending the 'High Trust Society' and 'Low Trust Society' Theory,"Ward, Paul R.; Mamerow, Loreen; Meyer, Samantha B.",PLOS ONE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; MULTIDISCIPLINARY SCIENCES",2014,13,Public Library of Science (PLoS),15,PLoS ONE,,True,True,True,gold
10.1038/srep10304,OA 2013-2017.csv,On the superposition principle in interference experiments,"Sinha, Aninda; Vijay, Aravind H.; Sinha, Urbasi",SCIENTIFIC REPORTS,"PHYSICS, MULTIDISCIPLINARY; MULTIDISCIPLINARY SCIENCES",2015,13,Springer Science and Business Media LLC,17,Scientific Reports,Multidisciplinary,True,True,True,gold
10.1080/10810730.2013.778368,OA 2013-2017.csv,The Efficacy of Cigarette Warning Labels on Health Beliefs in the United States and Mexico,"Mutti, Seema; Hammond, David; Reid, Jessica L.; Thrasher, James F.",JOURNAL OF HEALTH COMMUNICATION,COMMUNICATION; INFORMATION SCIENCE & LIBRARY SCIENCE,2013,13,Informa UK Limited,13,Journal of Health Communication,,True,True,False,green
10.1016/j.poly.2013.02.031,OA 2013-2017.csv,Structural analysis of cubane-type iron clusters,"Tan, Lay Ling; Holm, R. H.; Lee, Sonny C.",POLYHEDRON,"CHEMISTRY, INORGANIC & NUCLEAR; CRYSTALLOGRAPHY",2013,13,Elsevier BV,15,Polyhedron,,True,True,False,green
10.3389/fncom.2013.00184,OA 2013-2017.csv,Mean-field models for heterogeneous networks of two-dimensional integrate and fire neurons,"Nicola, Wilten; Campbell, Sue Ann",FRONTIERS IN COMPUTATIONAL NEUROSCIENCE,MATHEMATICAL & COMPUTATIONAL BIOLOGY; NEUROSCIENCES,2013,13,Frontiers Media SA,13,Frontiers in Computational Neuroscience,,True,True,True,gold
10.1103/PhysRevLett.117.217801,OA 2013-2017.csv,Universality between Experiment and Simulation of a Diblock Copolymer Melt,"Beardsley, Thomas M.; Matsen, Mark W.",PHYSICAL REVIEW LETTERS,"PHYSICS, MULTIDISCIPLINARY",2016,13,American Physical Society (APS),15,Physical Review Letters,,True,True,False,hybrid
10.1186/1472-684X-13-35,OA 2013-2017.csv,Predictors of emergency room visits or acute hospital admissions prior to death among hospice palliative care clients in Ontario: a retrospective cohort study,"Salam-White, Lialoma; Hirdes, John P.; Poss, Jeffrey W.; Blums, Jane",BMC PALLIATIVE CARE,HEALTH CARE SCIENCES & SERVICES; HEALTH POLICY & SERVICES,2014,13,Springer Nature,11,BMC Palliative Care,,True,True,True,gold
10.1186/s12883-015-0347-8,OA 2013-2017.csv,Perturbation training to promote safe independent mobility post-stroke: study protocol for a randomized controlled trial,"Mansfield, Avril; Aqui, Anthony; Centen, Andrew; Danells, Cynthia J.; Depaul, Vincent G.",BMC NEUROLOGY,CLINICAL NEUROLOGY,2015,13,Springer Nature,17,BMC Neurology,Clinical Neurology;General Medicine,True,True,True,gold
10.1186/1471-2458-13-208,OA 2013-2017.csv,Making the links: do we connect climate change with health? A qualitative case study from Canada,"Cardwell, Francesca S.; Elliott, Susan J.",BMC PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2013,13,Springer Nature,13,BMC Public Health,,True,True,True,gold
10.1007/s13539-014-0145-y,OA 2013-2017.csv,Does IGFR1 inhibition result in increased muscle mass loss in patients undergoing treatment for pancreatic cancer?,"Fogelman, David R.; Holmes, Holly; Mohammed, Khalil; Katz, Matthew H. G.; Prado, Carla M.",JOURNAL OF CACHEXIA SARCOPENIA AND MUSCLE,"GERIATRICS & GERONTOLOGY; MEDICINE, GENERAL & INTERNAL",2014,13,Wiley,15,"Journal of Cachexia, Sarcopenia and Muscle",,True,True,True,gold
10.1016/j.envsoft.2016.03.006,"OA 2013-2017.csv,OA other 2013-2017.csv",The diversity of socio-economic pathways and CO2 emissions scenarios: Insights from the investigation of a scenarios database,"Guivarch, Celine; Rozenberg, Julie; Schweizer, Vanessa",ENVIRONMENTAL MODELLING & SOFTWARE,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS; ENGINEERING, ENVIRONMENTAL; ENVIRONMENTAL SCIENCES",2016,13,Elsevier BV,16,Environmental Modelling & Software,Ecological Modelling;Environmental Engineering;Software,True,True,False,hybrid
10.5751/ES-09310-220231,OA 2013-2017.csv,The concept of the Anthropocene as a game-changer: a new context for social innovation and transformations to sustainability,"Olsson, Per; Moore, Michele-Lee; Westley, Frances R.; McCarthy, Daniel D. P.",ECOLOGY AND SOCIETY,ECOLOGY; ENVIRONMENTAL STUDIES,2017,13,"Resilience Alliance, Inc.",19,Ecology and Society,,True,True,True,gold
10.1167/iovs.15-18770,"OA 2013-2017.csv,OA other 2013-2017.csv",Short-Term Moderately Elevated Intraocular Pressure Is Associated With Elevated Scotopic Electroretinogram Responses,"Choh, Vivian; Gurdita, Akshay; Tan, Bingyao; Prasad, Ratna C.; Bizheva, Kostadinka",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,OPHTHALMOLOGY,2016,13,Association for Research in Vision and Ophthalmology (ARVO),11,Investigative Opthalmology & Visual Science,,True,True,False,hybrid
10.1103/PhysRevD.91.044025,OA 2013-2017.csv,Quasinormal modes of weakly charged Kerr-Newman spacetimes,"Mark, Zachary; Yang, Huan; Zimmerman, Aaron; Chen, Yanbei",PHYSICAL REVIEW D,"ASTRONOMY & ASTROPHYSICS; PHYSICS, PARTICLES & FIELDS",2015,13,American Physical Society (APS),13,Physical Review D,,True,True,False,green
10.1186/s12915-015-0195-4,OA 2013-2017.csv,MetAnnotate: function-specific taxonomic profiling and comparison of metagenomes,"Petrenko, Pavel; Lobb, Briallen; Kurtz, Daniel A.; Neufeld, Josh D.; Doxey, Andrew C.",BMC BIOLOGY,BIOLOGY,2015,13,Springer Nature,15,BMC Biology,,True,True,True,gold
10.1016/j.anai.2017.03.017,"OA 2013-2017.csv,OA other 2013-2017.csv",Inadequacy of current pediatric epinephrine autoinjector needle length for use in infants and toddlers,"Kim, Harold; Dinakar, Chitra; McInnis, Paul; Rudin, Dan; Benain, Xavier",ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,ALLERGY; IMMUNOLOGY,2017,13,Elsevier BV,11,"Annals of Allergy, Asthma & Immunology",,True,True,False,hybrid
10.1503/cmaj.161002,OA 2013-2017.csv,Electronic cigarette use and smoking initiation among youth: a longitudinal cohort study,"Hammond, David; Reid, Jessica L.; Cole, Adam G.; Leatherdale, Scott T.",CANADIAN MEDICAL ASSOCIATION JOURNAL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; MEDICINE, GENERAL & INTERNAL",2017,13,Joule Inc.,29,Canadian Medical Association Journal,,True,True,False,bronze
10.1021/acs.langmuir.5b03606,OA 2013-2017.csv,Driving Adsorbed Gold Nanoparticle Assembly by Merging Lipid Gel/Fluid Interfaces,"Wang, Feng; Curry, Dennis E.; Liu, Juewen",LANGMUIR,"MATERIALS SCIENCE, MULTIDISCIPLINARY; CHEMISTRY, MULTIDISCIPLINARY; CHEMISTRY, PHYSICAL",2015,13,American Chemical Society (ACS),20,Langmuir,,True,True,False,green
10.1186/1754-6834-6-139,OA 2013-2017.csv,Manipulating the sleeping beauty mutase operon for the production of 1-propanol in engineered Escherichia coli,"Srirangan, Kajan; Akawi, Lamees; Liu, Xuejia; Westbrook, Adam; Blondeel, Eric J. M.",BIOTECHNOLOGY FOR BIOFUELS,BIOTECHNOLOGY & APPLIED MICROBIOLOGY; ENERGY & FUELS,2013,13,Springer Nature,18,Biotechnology for Biofuels,,True,True,True,gold
10.1093/mnras/stv2053,OA 2013-2017.csv,CFHTLenS: weak lensing constraints on the ellipticity of galaxy-scale matter haloes and the galaxy-halo misalignment,"Schrabback, Tim; Hilbert, Stefan; Hoekstra, Henk; Simon, Patrick; van Uitert, Edo",MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,ASTRONOMY & ASTROPHYSICS,2015,13,Oxford University Press (OUP),12,Monthly Notices of the Royal Astronomical Society,,True,True,False,bronze
10.1016/j.tca.2015.04.005,OA 2013-2017.csv,Effect of pressure and temperature on interfacial tension of poly lactic acid melt in supercritical carbon dioxide,"Sarikhani, K.; Jeddi, K.; Thompson, R. B.; Park, C. B.; Chen, P.",THERMOCHIMICA ACTA,"CHEMISTRY, PHYSICAL; CHEMISTRY, ANALYTICAL; THERMODYNAMICS",2015,13,Elsevier BV,14,Thermochimica Acta,,True,True,False,green
10.1371/journal.pcbi.1004303,OA 2013-2017.csv,Hydrophobic Gating of Ion Permeation in Magnesium Channel CorA,"Neale, Chris; Chakrabarti, Nilmadhab; Pomorski, Pawel; Pai, Emil F.; Pomes, Regis",PLOS COMPUTATIONAL BIOLOGY,MATHEMATICAL & COMPUTATIONAL BIOLOGY; BIOCHEMICAL RESEARCH METHODS,2015,13,Public Library of Science (PLoS),17,PLOS Computational Biology,,True,True,True,gold
10.1186/s12937-015-0121-1,OA 2013-2017.csv,Validity and reliability of a food frequency questionnaire to estimate dietary intake among Lebanese children,"Moghames, Patricia; Hammami, Nour; Hwalla, Nahla; Yazbeck, Nadine; Shoaib, Hikma",NUTRITION JOURNAL,NUTRITION & DIETETICS,2016,13,Springer Nature,15,Nutrition Journal,,True,True,True,gold
10.1371/journal.pone.0120015,OA 2013-2017.csv,Mechanisms of Basin-Scale Nitrogen Load Reductions under Intensified Irrigated Agriculture,"Tornqvist, Rebecka; Jarsjo, Jerker; Thorslund, Josefin; Rao, P. Suresh C.; Basu, Nandita B.",PLOS ONE,ENVIRONMENTAL SCIENCES; MULTIDISCIPLINARY SCIENCES,2015,13,Public Library of Science (PLoS),16,PLOS ONE,,True,True,True,gold
10.1371/journal.pone.0113515,OA 2013-2017.csv,Temporal and Spatial Stability of Ammonia-Oxidizing Archaea and Bacteria in Aquarium Biofilters,"Bagchi, Samik; Vlaeminck, Siegfried E.; Sauder, Laura A.; Mosquera, Mariela; Neufeld, Josh D.",PLOS ONE,MICROBIOLOGY; MULTIDISCIPLINARY SCIENCES,2014,13,Public Library of Science (PLoS),16,PLoS ONE,,True,True,True,gold
10.1371/journal.pone.0077027,OA 2013-2017.csv,"Reactive Oxygen Species Are Required for 5-HT-Induced Transactivation of Neuronal Platelet-Derived Growth Factor and TrkB Receptors, but Not for ERK1/2 Activation","Kruk, Jeff S.; Vasefi, Maryam S.; Heikkila, John J.; Beazely, Michael A.",PLOS ONE,MULTIDISCIPLINARY SCIENCES; BIOCHEMISTRY & MOLECULAR BIOLOGY,2013,13,Public Library of Science (PLoS),12,PLoS ONE,,True,True,True,gold
10.1186/1559-0275-12-1,OA 2013-2017.csv,Quantitative tandem mass-spectrometry of skin tissue reveals putative psoriatic arthritis biomarkers,"Cretu, Daniela; Liang, Kun; Saraon, Punit; Batruch, Ihor; Diamandis, Eleftherios P.",CLINICAL PROTEOMICS,BIOCHEMICAL RESEARCH METHODS,2015,13,Springer Nature,15,Clinical Proteomics,,True,True,True,gold
10.1002/adfm.201602715,OA 2013-2017.csv,Biodegradable Photothermal and pH Responsive Calcium Carbonate@Phospholipid@Acetalated Dextran Hybrid Platform for Advancing Biomedical Applications,"Kong, Feng; Zhang, Hongbo; Zhang, XU; Liu, Dongfei; Chen, Dong",ADVANCED FUNCTIONAL MATERIALS,"PHYSICS, APPLIED; CHEMISTRY, MULTIDISCIPLINARY; MATERIALS SCIENCE, MULTIDISCIPLINARY; PHYSICS, CONDENSED MATTER; CHEMISTRY, PHYSICAL; NANOSCIENCE & NANOTECHNOLOGY",2016,13,Wiley,17,Advanced Functional Materials,,True,False,False,closed
