DOI,publisher,is-referenced-by-count,container-title,subject
10.1002/adma.201503255,Wiley,85,Advanced Materials,
10.1080/09669582.2013.785554,Informa UK Limited,71,Journal of Sustainable Tourism,"Tourism, Leisure and Hospitality Management;Geography, Planning and Development"
10.1021/nn505337p,American Chemical Society (ACS),85,ACS Nano,
10.1007/s11664-013-2516-0,Springer Science and Business Media LLC,84,Journal of Electronic Materials,"Electrical and Electronic Engineering;Materials Chemistry;Electronic, Optical and Magnetic Materials;Condensed Matter Physics"
10.3390/ijms14023514,MDPI AG,82,International Journal of Molecular Sciences,
10.1088/1367-2630/15/2/023006,IOP Publishing,67,New Journal of Physics,General Physics and Astronomy
10.1039/c3cc40531a,Royal Society of Chemistry (RSC),75,Chemical Communications,
10.1016/j.matdes.2012.07.017,Elsevier BV,79,Materials & Design,
10.1016/j.jqsrt.2016.05.028,Elsevier BV,117,Journal of Quantitative Spectroscopy and Radiative Transfer,
10.1103/PhysRevX.7.031038,American Physical Society (APS),72,Physical Review X,
10.1016/j.patcog.2016.08.032,Elsevier BV,86,Pattern Recognition,
10.1002/smll.201600178,Wiley,92,Small,
10.1103/PhysRevLett.114.090502,American Physical Society (APS),79,Physical Review Letters,
10.1016/j.nanoen.2015.05.038,Elsevier BV,84,Nano Energy,
10.1021/nn506034g,American Chemical Society (ACS),80,ACS Nano,
10.1016/j.bios.2013.06.001,Elsevier BV,75,Biosensors and Bioelectronics,
10.1073/pnas.1310377110,Proceedings of the National Academy of Sciences,92,Proceedings of the National Academy of Sciences,Multidisciplinary
10.1093/mnras/stt971,Oxford University Press (OUP),72,Monthly Notices of the Royal Astronomical Society,
10.1021/ac503358m,American Chemical Society (ACS),74,Analytical Chemistry,
10.1016/j.apcata.2012.10.006,Elsevier BV,72,Applied Catalysis A: General,Process Chemistry and Technology;Catalysis
10.1021/acs.nanolett.6b01097,American Chemical Society (ACS),75,Nano Letters,
10.1111/1365-2664.12550,Wiley,75,Journal of Applied Ecology,
10.1073/pnas.1505629112,Proceedings of the National Academy of Sciences,74,Proceedings of the National Academy of Sciences,
10.1002/adfm.201401300,Wiley,77,Advanced Functional Materials,
10.3390/ijerph111111691,MDPI AG,70,International Journal of Environmental Research and Public Health,
10.1021/ie400387p,American Chemical Society (ACS),83,Industrial & Engineering Chemistry Research,
10.1016/j.ress.2012.12.011,Elsevier BV,70,Reliability Engineering & System Safety,"Industrial and Manufacturing Engineering;Safety, Risk, Reliability and Quality"
10.1109/TWC.2013.032113.120652,Institute of Electrical and Electronics Engineers (IEEE),75,IEEE Transactions on Wireless Communications,
10.1002/cta.785,Wiley,15,International Journal of Circuit Theory and Applications,"Electrical and Electronic Engineering;Electronic, Optical and Magnetic Materials;Applied Mathematics;Computer Science Applications"
10.1109/JSAC.2013.SUP.0513042,Institute of Electrical and Electronics Engineers (IEEE),77,IEEE Journal on Selected Areas in Communications,
10.1002/aenm.201601602,Wiley,52,Advanced Energy Materials,
10.1016/j.isatra.2016.11.002,Elsevier BV,82,ISA Transactions,
10.1039/c5ee03404c,Royal Society of Chemistry (RSC),84,Energy & Environmental Science,
10.1109/TIP.2016.2522378,Institute of Electrical and Electronics Engineers (IEEE),86,IEEE Transactions on Image Processing,
10.1021/acsenergylett.6b00145,American Chemical Society (ACS),96,ACS Energy Letters,
10.1109/TVT.2016.2591558,Institute of Electrical and Electronics Engineers (IEEE),70,IEEE Transactions on Vehicular Technology,
10.1016/j.cjca.2014.10.022,Elsevier BV,57,Canadian Journal of Cardiology,
10.3945/ajcn.113.069393,Oxford University Press (OUP),84,The American Journal of Clinical Nutrition,Nutrition and Dietetics;Medicine (miscellaneous)
10.1109/TWC.2014.2334673,Institute of Electrical and Electronics Engineers (IEEE),60,IEEE Transactions on Wireless Communications,Electrical and Electronic Engineering;Applied Mathematics;Computer Science Applications
10.1007/s00220-014-1953-9,Springer Science and Business Media LLC,75,Communications in Mathematical Physics,Mathematical Physics;Statistical and Nonlinear Physics
10.1088/0004-637X/795/1/45,IOP Publishing,87,The Astrophysical Journal,
10.1016/j.fuel.2013.08.031,Elsevier BV,78,Fuel,Fuel Technology;Organic Chemistry;Energy Engineering and Power Technology;General Chemical Engineering
10.1109/JIOT.2014.2344013,Institute of Electrical and Electronics Engineers (IEEE),91,IEEE Internet of Things Journal,
10.1080/01436597.2013.843854,Informa UK Limited,71,Third World Quarterly,
10.1109/TGRS.2014.2338915,Institute of Electrical and Electronics Engineers (IEEE),65,IEEE Transactions on Geoscience and Remote Sensing,
10.1021/acsami.5b03124,American Chemical Society (ACS),82,ACS Applied Materials & Interfaces,
10.1016/j.cogpsych.2015.05.001,Elsevier BV,80,Cognitive Psychology,
10.1039/c3nr05572h,Royal Society of Chemistry (RSC),74,Nanoscale,
10.3390/risks2010025,MDPI AG,119,Risks,
10.1103/PhysRevLett.111.090505,American Physical Society (APS),70,Physical Review Letters,
10.1038/NPHYS2492,Springer Science and Business Media LLC,80,Nature Physics,General Physics and Astronomy
10.1109/TIE.2012.2235391,Institute of Electrical and Electronics Engineers (IEEE),75,IEEE Transactions on Industrial Electronics,Control and Systems Engineering;Electrical and Electronic Engineering
10.1016/j.engstruct.2015.04.016,Elsevier BV,79,Engineering Structures,
10.1128/AEM.01248-15,American Society for Microbiology,77,Applied and Environmental Microbiology,
10.1002/adma.201404426,Wiley,74,Advanced Materials,
10.1016/j.nuclphysb.2015.03.014,Elsevier BV,74,Nuclear Physics B,
10.1175/2013BAMSStateoftheClimate.1,American Meteorological Society,66,Bulletin of the American Meteorological Society,
10.1037/a0034246,American Psychological Association (APA),56,Psychological Review,
10.1167/iovs.13-13235,Association for Research in Vision and Ophthalmology (ARVO),78,Investigative Opthalmology & Visual Science,
10.1016/j.bios.2013.04.002,Elsevier BV,75,Biosensors and Bioelectronics,
10.1016/j.lithos.2013.10.012,Elsevier BV,76,Lithos,Geochemistry and Petrology
10.1088/1367-2630/17/3/033002,IOP Publishing,63,New Journal of Physics,
10.1016/j.nanoen.2014.06.032,Elsevier BV,68,Nano Energy,"Renewable Energy, Sustainability and the Environment;Electrical and Electronic Engineering;General Materials Science"
10.1103/PhysRevA.90.062110,American Physical Society (APS),66,Physical Review A,
10.1371/journal.pone.0099168,Public Library of Science (PLoS),56,PLoS ONE,
10.5465/amj.2011.0977,Academy of Management,69,Academy of Management Journal,"Management of Technology and Innovation;Strategy and Management;General Business, Management and Accounting;Business and International Management"
10.1088/0004-637X/788/2/120,IOP Publishing,68,The Astrophysical Journal,
10.1109/TPWRS.2012.2212467,Institute of Electrical and Electronics Engineers (IEEE),72,IEEE Transactions on Power Systems,Electrical and Electronic Engineering;Energy Engineering and Power Technology
10.1111/jth.12241,Wiley,63,Journal of Thrombosis and Haemostasis,Hematology
10.1177/0148607114567902,Wiley,77,Journal of Parenteral and Enteral Nutrition,
10.2174/1381612821666150901104821,Bentham Science Publishers Ltd.,61,Current Pharmaceutical Design,
10.1109/TVT.2014.2321010,Institute of Electrical and Electronics Engineers (IEEE),67,IEEE Transactions on Vehicular Technology,
10.1109/TIP.2015.2442920,Institute of Electrical and Electronics Engineers (IEEE),63,IEEE Transactions on Image Processing,
10.3389/fmicb.2014.00399,Frontiers Media SA,62,Frontiers in Microbiology,
10.1088/0004-637X/785/1/44,IOP Publishing,69,The Astrophysical Journal,
10.1109/TIP.2014.2325777,Institute of Electrical and Electronics Engineers (IEEE),70,IEEE Transactions on Image Processing,
10.5194/nhess-14-95-2014,Copernicus GmbH,66,Natural Hazards and Earth System Sciences,General Earth and Planetary Sciences
10.1039/c3ta00079f,Royal Society of Chemistry (RSC),76,Journal of Materials Chemistry A,"Renewable Energy, Sustainability and the Environment;General Materials Science;General Chemistry"
10.1111/gbi.12182,Wiley,87,Geobiology,
10.1109/JSAC.2016.2520244,Institute of Electrical and Electronics Engineers (IEEE),71,IEEE Journal on Selected Areas in Communications,
10.1109/TETC.2014.2371239,Institute of Electrical and Electronics Engineers (IEEE),72,IEEE Transactions on Emerging Topics in Computing,Computer Science (miscellaneous);Human-Computer Interaction;Information Systems;Computer Science Applications
10.1093/mnras/stu754,Oxford University Press (OUP),66,Monthly Notices of the Royal Astronomical Society,
10.1016/j.comnet.2013.08.003,Elsevier BV,64,Computer Networks,Computer Networks and Communications
10.1103/PhysRevB.88.085434,American Physical Society (APS),68,Physical Review B,"Electronic, Optical and Magnetic Materials;Condensed Matter Physics"
10.1093/ntr/nts094,Oxford University Press (OUP),65,Nicotine & Tobacco Research,"Public Health, Environmental and Occupational Health"
10.1038/NPHYS2591,Springer Science and Business Media LLC,66,Nature Physics,General Physics and Astronomy
10.1016/j.jpowsour.2013.03.131,Elsevier BV,64,Journal of Power Sources,
10.1002/cjce.21802,Wiley,66,The Canadian Journal of Chemical Engineering,General Chemical Engineering
10.1103/PhysRevX.7.031011,American Physical Society (APS),62,Physical Review X,
10.1021/acs.jpclett.5b02888,American Chemical Society (ACS),77,The Journal of Physical Chemistry Letters,
10.1109/TNSM.2016.2569020,Institute of Electrical and Electronics Engineers (IEEE),63,IEEE Transactions on Network and Service Management,
10.1021/acs.jpclett.5b00721,American Chemical Society (ACS),70,The Journal of Physical Chemistry Letters,
10.1093/mnras/stv376,Oxford University Press (OUP),65,Monthly Notices of the Royal Astronomical Society,
10.1039/c3ta13750c,Royal Society of Chemistry (RSC),61,Journal of Materials Chemistry A,
10.5194/hess-17-2029-2013,Copernicus GmbH,64,Hydrology and Earth System Sciences,
10.1007/s10570-013-9954-y,Springer Science and Business Media LLC,74,Cellulose,Polymers and Plastics
10.1007/s11664-012-2396-8,Springer Science and Business Media LLC,72,Journal of Electronic Materials,"Electrical and Electronic Engineering;Materials Chemistry;Electronic, Optical and Magnetic Materials;Condensed Matter Physics"
10.1016/j.nanoen.2015.10.025,Elsevier BV,75,Nano Energy,"Renewable Energy, Sustainability and the Environment;Electrical and Electronic Engineering;General Materials Science"
10.1103/PhysRevB.94.165134,American Physical Society (APS),75,Physical Review B,
10.1136/annrheumdis-2013-204448,BMJ,62,Annals of the Rheumatic Diseases,
10.1007/s10570-015-0747-3,Springer Science and Business Media LLC,75,Cellulose,Polymers and Plastics
10.1109/MVT.2015.2481560,Institute of Electrical and Electronics Engineers (IEEE),68,IEEE Vehicular Technology Magazine,
10.1177/0956797614563765,SAGE Publications,72,Psychological Science,
10.1007/s12665-013-2690-7,Springer Science and Business Media LLC,71,Environmental Earth Sciences,Earth-Surface Processes;Soil Science;Global and Planetary Change;Geology;Pollution;Water Science and Technology;Environmental Chemistry
10.14778/2732977.2732980,VLDB Endowment,59,Proceedings of the VLDB Endowment,
10.1088/1367-2630/16/1/013009,IOP Publishing,68,New Journal of Physics,
10.3389/fpsyg.2014.00082,Frontiers Media SA,64,Frontiers in Psychology,
10.1177/1545968312465192,SAGE Publications,63,Neurorehabilitation and Neural Repair,Rehabilitation;Neurology;Clinical Neurology
10.1016/j.tourman.2012.07.009,Elsevier BV,69,Tourism Management,"Tourism, Leisure and Hospitality Management;Strategy and Management;Development;Transportation"
10.1037/a0030954,American Psychological Association (APA),31,Journal of Experimental Psychology: Human Perception and Performance,Experimental and Cognitive Psychology;Arts and Humanities (miscellaneous);Behavioral Neuroscience
10.1103/PhysRevB.87.235426,American Physical Society (APS),59,Physical Review B,
10.1149/2.086302jes,The Electrochemical Society,68,Journal of The Electrochemical Society,"Renewable Energy, Sustainability and the Environment;Electrochemistry;Materials Chemistry;Electronic, Optical and Magnetic Materials;Surfaces, Coatings and Films;Condensed Matter Physics"
10.1016/j.enconman.2012.12.030,Elsevier BV,62,Energy Conversion and Management,"Fuel Technology;Renewable Energy, Sustainability and the Environment;Energy Engineering and Power Technology;Nuclear Energy and Engineering"
10.1097/ICO.0b013e318294b0c0,Ovid Technologies (Wolters Kluwer Health),60,Cornea,
10.1039/c3cc44350g,Royal Society of Chemistry (RSC),67,Chemical Communications,
10.1002/anie.201210024,Wiley,64,Angewandte Chemie International Edition,
10.1007/JHEP01(2017)062,Springer Nature,75,Journal of High Energy Physics,
10.1016/j.jcis.2017.01.077,Elsevier BV,95,Journal of Colloid and Interface Science,
10.1038/s41598-017-09098-0,Springer Nature,73,Scientific Reports,
10.1021/acs.analchem.6b00327,American Chemical Society (ACS),70,Analytical Chemistry,
10.1021/acs.iecr.5b00177,American Chemical Society (ACS),70,Industrial & Engineering Chemistry Research,
10.1021/mz500656g,American Chemical Society (ACS),64,ACS Macro Letters,
10.1109/TIP.2015.2446942,Institute of Electrical and Electronics Engineers (IEEE),62,IEEE Transactions on Image Processing,
10.1890/14-0235.1,Wiley,82,Ecology,
10.1016/j.ypmed.2014.01.019,Elsevier BV,74,Preventive Medicine,
10.1088/0004-637X/796/1/65,IOP Publishing,71,The Astrophysical Journal,
10.1145/2503009,Association for Computing Machinery (ACM),41,ACM Computing Surveys,
10.1016/j.epsr.2013.07.016,Elsevier BV,62,Electric Power Systems Research,
10.1002/anie.201304538,Wiley,69,Angewandte Chemie International Edition,
10.1371/journal.pone.0059005,Public Library of Science (PLoS),63,PLoS ONE,
10.1007/JHEP10(2013)141,Springer Science and Business Media LLC,64,Journal of High Energy Physics,Nuclear and High Energy Physics
10.1037/a0030972,American Psychological Association (APA),69,Psychological Review,General Psychology
10.5194/bg-10-371-2013,Copernicus GmbH,61,Biogeosciences,"Earth-Surface Processes;Ecology, Evolution, Behavior and Systematics"
10.1145/2430536.2430540,Association for Computing Machinery (ACM),66,ACM Transactions on Software Engineering and Methodology,
